lemmatized_tokens,label,processed_text
"['dk', 'many', 'variables', 'anyone', 'determine', 'long', 'term', 'target', 'people', 'keep', 'revise', 'target', 'price', 'time', 'time', 'target', 'price', 'already', 'reach', 'may', 'revise', 'high', 'target', 'price', 'earn', 'keep', 'increase', 'go', 'sideway', 'slightly', 'downside', 'bias']",-1,dk many variables anyone determine long term target people keep revise target price time time target price already reach may revise high target price earn keep increase go sideway slightly downside bias
"['keep', 'going', 'spinning', 'lotus', 'curse']",-1,keep going spinning lotus curse
"['sapura', 'energy', 'continue', 'falling', 'badly']",-1,sapura energy continue falling badly
"['morning', 'morning', 'aiya', 'sen', 'difficult', 'reach', 'sen']",-1,morning morning aiya sen difficult reach sen
"['hunch', 'price', 'tanked', 'intentional', 'repudiation', 'contract', 'woodside', 'affected', 'armada', 'fy', 'earnings', 'cause', 'price', 'drop', 'sen', 'sen', 'market', 'cap', 'rmbil', 'rmbil', 'wiping', 'rmbil', 'putting', 'armada', 'finances', 'distress', 'result', 'termination', 'making', 'woodside', 'responsible', 'direct', 'indirect', 'losses', 'armadaso', 'price', 'stay', 'low', 'proceed', 'fair', 'armadas', 'shareholders', 'australian', 'court', 'rule', 'favor', 'armada', 'restore', 'global', 'confidence', 'global', 'trading', 'partner', 'getting', 'business', 'agreement', 'australia', 'wholesen', 'upon', 'announcement']",-1,hunch price tanked intentional repudiation contract woodside affected armada fy earnings cause price drop sen sen market cap rmbil rmbil wiping rmbil putting armada finances distress result termination making woodside responsible direct indirect losses armadaso price stay low proceed fair armadas shareholders australian court rule favor armada restore global confidence global trading partner getting business agreement australia wholesen upon announcement
"['hope', 'jaks', 'perform', 'well']",1,hope jaks perform well
"['anyone', 'confident', 'buy', 'staggered', 'every', 'sen', 'interval', 'surely', 'get', 'average', 'cost', 'lower', 'lower', 'dollarcost', 'averaging', 'one', 'invest', 'principle', 'flexible', 'need', 'follow']",-1,anyone confident buy staggered every sen interval surely get average cost lower lower dollarcost averaging one invest principle flexible need follow
"['ksyoure', 'alone', 'supporters', 'blindly', 'support', 'vietnam', 'plantgive', 'dream', 'attacked', 'people', 'talked', 'fact', 'arroganti', 'believe', 'uncle', 'koon', 'right', 'people', 'optimistic', 'bought', 'stocks', 'bought', 'dream', 'dream', 'chart', 'break', 'head', 'plus', 'margin', 'calls', 'maybe']",-1,ksyoure alone supporters blindly support vietnam plantgive dream attacked people talked fact arroganti believe uncle koon right people optimistic bought stocks bought dream dream chart break head plus margin calls maybe
"['mudayjaya', 'sucess', 'due', 'roti', 'canai', 'goverment', 'melawar', 'capable', 'sure', 'jaks', 'success', 'vietnam', 'aes', 'keen', 'secure', 'electricity', 'work', 'vietnam', 'mean', 'government', 'got', 'roti', 'canai', 'aes', 'loss', 'first', 'powerplant', 'project', 'cpecc', 'sure', 'capable', 'perform', 'well']",1,mudayjaya sucess due roti canai goverment melawar capable sure jaks success vietnam aes keen secure electricity work vietnam mean government got roti canai aes loss first powerplant project cpecc sure capable perform well
"['especially', 'follower', 'made', 'damn', 'good', 'profit', 'money', 'power', 'snowball']",1,especially follower made damn good profit money power snowball
"['god', 'bless', 'malaysiahope', 'malaysian', 'easy', 'life', 'future']",1,god bless malaysiahope malaysian easy life future
"['roti', 'canai', 'government', 'problem', 'problem', 'secured', 'predetermined', 'return', 'go', 'n', 'build', 'india', 'ipp', 'jgn', 'build', 'india', 'ipp', 'option']",-1,roti canai government problem problem secured predetermined return go n build india ipp jgn build india ipp option
"['unfortunately', 'wish', 'state', 'clear', 'malaysia', 'government', 'cancel', 'due', 'save', 'cost', 'vietnam', 'government', 'vietname', 'government', 'cancel', 'project', 'already', 'running', 'profit', 'jaks', 'dint', 'mention', 'uncle', 'koon', 'always', 'right', 'making', 'profit', 'consecutive', 'quarters', 'consider', 'jaks', 'unsold', 'property', 'like', 'evolve', 'mall', 'court', 'case', 'star', 'buying', 'dream', 'realistic', 'even', 'otb', 'post', 'buy', 'jaks', 'vietnam', 'plant', 'sound', 'like', 'dream']",-1,unfortunately wish state clear malaysia government cancel due save cost vietnam government vietname government cancel project already running profit jaks dint mention uncle koon always right making profit consecutive quarters consider jaks unsold property like evolve mall court case star buying dream realistic even otb post buy jaks vietnam plant sound like dream
"['rather', 'wait', 'time', 'armada']",1,rather wait time armada
"['lose', 'money', 'always', 'win', 'back', 'easy', 'regain', 'reputation']",1,lose money always win back easy regain reputation
"['oil', 'rebound', 'soon']",1,oil rebound soon
['buy'],1,buy
"['lol', 'wait', 'watch', 'war', 'online', 'u', 'still', 'internet', 'tiger']",-1,lol wait watch war online u still internet tiger
"['glc', 'counter', 'judi', 'others', 'cutwin', 'nak', 'masuk', 'balik', 'rege', 'dah', 'melambung', 'averaging', 'susah', 'kikiki']",-1,glc counter judi others cutwin nak masuk balik rege dah melambung averaging susah kikiki
"['dont', 'think', 'got', 'war', 'tomorrow', 'stocks', 'go']",1,dont think got war tomorrow stocks go
"['discount', 'discount', 'discount']",1,discount discount discount
"['dragoni', 'cakap', 'means', 'pray', 'comes', 'downlama', 'lama', 'cakap', 'get', 'itlike', 'armadai', 'cakap', 'touch', 'sen', 'senlama', 'lama', 'almost', 'sen', 'alreadysame', 'like', 'knmwhen', 'seni', 'cakap', 'touch', 'senlama', 'lama', 'almost', 'sen', 'alreadybut', 'today', 'climb', 'back', 'senbut', 'problemit', 'touch', 'sensensame', 'indexlama', 'lama', 'touch', 'onejust', 'wait', 'patiencepatience', 'virtue']",1,dragoni cakap means pray comes downlama lama cakap get itlike armadai cakap touch sen senlama lama almost sen alreadysame like knmwhen seni cakap touch senlama lama almost sen alreadybut today climb back senbut problemit touch sensensame indexlama lama touch onejust wait patiencepatience virtue
"['welcome', 'januaryvolatile', 'trade', 'aheadkkekekekehopefully', 'break', 'kakakakaka']",1,welcome januaryvolatile trade aheadkkekekekehopefully break kakakakaka
"['okay', 'la', 'oil', 'price', 'doesnt', 'crash', 'need', 'worry', 'oil', 'counter']",1,okay la oil price doesnt crash need worry oil counter
"['morning', 'morning', 'everybody', 'takut', 'coronavirus', 'takut', 'takut', 'transactions', 'make', 'base', 'fear', 'overall', 'economy', 'effected', 'course', 'gon', 'na', 'cautious', 'shares', 'pickgood', 'thing', 'many', 'share', 'price', 'drop', 'could', 'pick', 'shares', 'u', 'wan', 'pick', 'og', 'oil', 'affect', 'automobile', 'also', 'effect', 'manufacturing', 'businessthe', 'fact', 'many', 'country', 'encourage', 'electric', 'cars', 'effect', 'og', 'price', 'many', 'sector', 'still', 'rely', 'og', 'difficult', 'lose', 'og', 'la']",1,morning morning everybody takut coronavirus takut takut transactions make base fear overall economy effected course gon na cautious shares pickgood thing many share price drop could pick shares u wan pick og oil affect automobile also effect manufacturing businessthe fact many country encourage electric cars effect og price many sector still rely og difficult lose og la
"['yumee', 'wait', 'end', 'world']",-1,yumee wait end world
"['sap', 'heavy', 'move', 'sen']",-1,sap heavy move sen
"['ik', 'please', 'buy', 'back', 'shares', 'big', 'show', 'come', 'pm']",1,ik please buy back shares big show come pm
"['hardly', 'moved', 'hang']",-1,hardly moved hang
"['standby', 'lawait', 'whattoo', 'many', 'conman', 'around']",-1,standby lawait whattoo many conman around
"['waiting', 'king', 'maker', 'make', 'decision', 'lah', 'kasi', 'goreng', 'kfc', 'sapura', 'energy']",-1,waiting king maker make decision lah kasi goreng kfc sapura energy
"['get', 'ready', 'cut', 'loss', 'strategy', 'sifu', 'may', 'want', 'use', 'local', 'maxima', 'reference', 'ie', 'cut', 'loss', 'sifu', 'may', 'want', 'use', 'purchase', 'price', 'ie', 'cut', 'loss', 'sifu', 'may', 'want', 'hold', 'q', 'result', 'q', 'result', 'fy', 'result', 'cut', 'loss', 'strategy', 'applicable', 'needed', 'suit', 'ones', 'requirement', 'really', 'confidence', 'need', 'cut', 'loss', 'never', 'heard', 'dollarcost', 'averaging', 'price', 'fall', 'gives', 'opportunity', 'buy']",-1,get ready cut loss strategy sifu may want use local maxima reference ie cut loss sifu may want use purchase price ie cut loss sifu may want hold q result q result fy result cut loss strategy applicable needed suit ones requirement really confidence need cut loss never heard dollarcost averaging price fall gives opportunity buy
"['sell', 'wait']",-1,sell wait
"['oil', 'bullishbut', 'armada', 'bullish']",1,oil bullishbut armada bullish
"['sen', 'better', 'sell', 'losing']",-1,sen better sell losing
"['pak', 'tua', 'hantam', 'ka', 'jaks']",-1,pak tua hantam ka jaks
"['director', 'happy', 'making', 'forum', 'interesting']",1,director happy making forum interesting
"['many', 'ppl', 'loss', 'patience', 'armada', 'clair', 'news', 'start', 'taking', 'profit']",-1,many ppl loss patience armada clair news start taking profit
"['wasudah', 'break', 'senlater', 'thenhehehehego', 'baby', 'go']",-1,wasudah break senlater thenhehehehego baby go
"['third', 'idss', 'short']",-1,third idss short
"['standby', 'see', 'dsonic', 'go']",-1,standby see dsonic go
"['morning', 'morning', 'cny', 'rally', 'expect', 'low', 'sen', 'collect', 'soon', 'break', 'sen']",1,morning morning cny rally expect low sen collect soon break sen
"['ik', 'u', 'r', 'longif', 'half', 'sen', 'sen', 'hell', 'u', 'made', 'much', 'money', 'less', 'u', 'sell', 'sen']",-1,ik u r longif half sen sen hell u made much money less u sell sen
"['sure', 'dont', 'trade', 'fear', 'greed', 'havent', 'buy', 'coffee', 'alam', 'maritim', 'buy', 'call', 'c', 'p']",-1,sure dont trade fear greed havent buy coffee alam maritim buy call c p
"['chief', 'said', 'low', 'oil', 'price', 'temporarily', 'virus', 'price', 'hike', 'listen', 'give', 'full', 'support', 'anyway', 'est', 'jan', 'results', 'bad', 'tp']",-1,chief said low oil price temporarily virus price hike listen give full support anyway est jan results bad tp
"['arma', 'reminds', 'first', 'nightso', 'difficult', 'breaki', 'hope', 'broken', 'weekthat', 'lovely']",1,arma reminds first nightso difficult breaki hope broken weekthat lovely
"['sapura', 'many', 'foreign', 'funds', 'selling', 'malaysian', 'fund', 'selling', 'public', 'bank', 'overall', 'funda', 'nett', 'seller', 'surprise', 'asn', 'keep', 'buying', 'small', 'amount', 'buy', 'supposed', 'asn', 'report', 'trade', 'since']",1,sapura many foreign funds selling malaysian fund selling public bank overall funda nett seller surprise asn keep buying small amount buy supposed asn report trade since
"['sold', 'wait', 'go', 'masuk', 'balik', 'pang', 'said']",1,sold wait go masuk balik pang said
"['yes', 'agree', 'lotus', 'tats', 'put', 'jackpot', 'price']",1,yes agree lotus tats put jackpot price
"['wait', 'touch', 'sapu', 'la']",-1,wait touch sapu la
"['thumbs', 'show', 'investor', 'sifus', 'optimistic', 'jaks', 'ranking']",1,thumbs show investor sifus optimistic jaks ranking
"['stock', 'price', 'cheaper', 'buy', 'keep']",1,stock price cheaper buy keep
"['tech', 'plantation', 'epayment', 'steel', 'oil', 'next', 'weekprepared']",1,tech plantation epayment steel oil next weekprepared
"['market', 'kena', 'con', 'times', 'smart', 'alreadynvr', 'tanks', 'sen', 'anymore']",-1,market kena con times smart alreadynvr tanks sen anymore
"['proceed', 'without', 'ppa', 'believe', 'koon', 'mudajaya', 'bikin', 'bisnes', 'mcm', 'ni']",-1,proceed without ppa believe koon mudajaya bikin bisnes mcm ni
"['crack', 'sencome', 'armadago', 'sen']",-1,crack sencome armadago sen
"['armada', 'wont', 'till', 'claire', 'case', 'positive', 'armada']",-1,armada wont till claire case positive armada
"['indeed', 'grateful', 'infoi', 'need', 'know', 'steam', 'test', 'success', 'prior', 'immerse', 'intention', 'add', 'jaks', 'shares', 'portfoliotq']",1,indeed grateful infoi need know steam test success prior immerse intention add jaks shares portfoliotq
"['sapuras', 'good', 'time', 'come', 'bad', 'time', 'shld', 'soon']",1,sapuras good time come bad time shld soon
"['here', 'learni', 'buy', 'sen', 'buy', 'drop', 'sen', 'buy', 'even', 'drop', 'senbecause', 'believe', 'worth', 'seni', 'started', 'counting', 'money', 'sen', 'looking', 'back', 'decision', 'regret', 'alljust', 'like', 'buy', 'price', 'fair', 'value', 'regret', 'fair', 'valuation', 'armada', 'pe', 'epssen', 'senpe', 'priced', 'one', 'third', 'yinson', 'already', 'bought', 'could', 'afford', 'sen', 'else', 'would', 'buy', 'morefor', 'u', 'buy', 'sen', 'sen', 'whateverwhen', 'sen', 'wont', 'regret', 'however', 'makes', 'u', 'regret', 'buy', 'sen', 'sell', 'sen', 'bcos', 'naked', 'boys', 'dance', 'coconut', 'tree', 'temporary', 'dip', 'u', 'might', 'well', 'go', 'casinothese', 'naked', 'boys', 'either', 'idss', 'people', 'missed', 'boat']",1,here learni buy sen buy drop sen buy even drop senbecause believe worth seni started counting money sen looking back decision regret alljust like buy price fair value regret fair valuation armada pe epssen senpe priced one third yinson already bought could afford sen else would buy morefor u buy sen sen whateverwhen sen wont regret however makes u regret buy sen sell sen bcos naked boys dance coconut tree temporary dip u might well go casinothese naked boys either idss people missed boat
"['hahahaha', 'icon', 'put', 'jaks', 'stocks', 'picked', 'bought', 'back', 'jaks']",-1,hahahaha icon put jaks stocks picked bought back jaks
"['technically', 'trigger', 'selling', 'unable', 'sustain']",-1,technically trigger selling unable sustain
"['absolutely', 'apanplease', 'dont', 'fight', 'waveyou', 'perishcome', 'join', 'ship', 'lateremember', 'story', 'noah']",1,absolutely apanplease dont fight waveyou perishcome join ship lateremember story noah
"['weldone', 'sap', 'ranking']",1,weldone sap ranking
"['another', 'stupid', 'cunt', 'came']",-1,another stupid cunt came
"['mike', 'said', 'due', 'profit', 'taking', 'short', 'sellingeverything', 'table', 'patience', 'everything', 'selling', 'stop', 'there', 'one', 'way', 'go']",1,mike said due profit taking short sellingeverything table patience everything selling stop there one way go
"['personally', 'feel', 'like', 'armada', 'operators', 'still', 'want', 'attract', 'sohai', 'stupid', 'shorties', 'short']",-1,personally feel like armada operators still want attract sohai stupid shorties short
"['never', 'thought', 'sap', 'eventually', 'became', 'femes', 'cents', 'counteramazing', 'isnt', 'karma']",1,never thought sap eventually became femes cents counteramazing isnt karma
"['think', 'usd', 'end', 'year']",1,think usd end year
"['already', 'said', 'lo', 'malaysia', 'roti', 'canai', 'vietnam', 'doubt', 'much', 'better', 'quit', 'klse', 'market', 'scary', 'forvyou', 'guys']",-1,already said lo malaysia roti canai vietnam doubt much better quit klse market scary forvyou guys
"['many', 'people', 'already', 'standing', 'without', 'queueing']",-1,many people already standing without queueing
"['ik', 'please', 'announcement', 'today', 'dont', 'wait', 'tomorrow', 'market', 'close', 'announce', 'bought', 'back', 'shares']",1,ik please announcement today dont wait tomorrow market close announce bought back shares
"['apanama', 'like', 'small', 'kid', 'free']",-1,apanama like small kid free
"['enjoyfinger', 'licking', 'gooooood', 'yummyyyy']",1,enjoyfinger licking gooooood yummyyyy
"['would', 'hold', 'breaks', 'sen', 'see', 'trend']",1,would hold breaks sen see trend
"['armada', 'knm', 'experiencing', 'retrace', 'right', 'clear', 'good', 'explanation', 'eventhough', 'battleship', 'good', 'fundamentali', 'believe', 'ik', 'mentioned', 'two', 'battleship', 'run', 'operatorsbased', 'ta', 'two', 'battleship', 'expect', 'rebound', 'soon']",1,armada knm experiencing retrace right clear good explanation eventhough battleship good fundamentali believe ik mentioned two battleship run operatorsbased ta two battleship expect rebound soon
"['go', 'watch', 'movie', 'lah', 'let', 'money', 'works', 'deserved', 'win', 'see', 'gold', 'mine', 'deserved', 'always', 'noise', 'telling', 'ass', 'hole']",-1,go watch movie lah let money works deserved win see gold mine deserved always noise telling ass hole
"['believe', 'analysis', 'important', 'follow', 'others', 'sifu', 'like', 'otb', 'dk', 'provide', 'us', 'information', 'research', 'money', 'decision', 'ur', 'hand', 'whether', 'buy', 'sell', 'stock', 'responsible', 'action', 'tq']",1,believe analysis important follow others sifu like otb dk provide us information research money decision ur hand whether buy sell stock responsible action tq
"['support', 'broke', 'see']",-1,support broke see
"['wait', 'next', 'week', 'already', 'la', 'see', 'court', 'release', 'verdict', 'court', 'holiday', 'nothing', 'see']",-1,wait next week already la see court release verdict court holiday nothing see
"['rebound', 'going', 'happen', 'soon', 'oversold']",1,rebound going happen soon oversold
"['resistance', 'hard', 'break', 'break', 'fly']",1,resistance hard break break fly
"['sell', 'q', 'none', 'see', 'even', 'directors', 'sold', 'promoters', 'must', 'hide']",-1,sell q none see even directors sold promoters must hide
"['loser', 'price', 'willing', 'pay', 'say', 'price', 'say', 'gg', 'get', 'lower', 'repeat', 'end', 'also', 'dont', 'buy', 'also', 'dont', 'buy', 'like', 'loser', 'casino', 'standing', 'beside', 'talk', 'talk', 'black', 'jack', 'also', 'win', 'nothing', 'blow', 'also', 'lose', 'nothing', 'dont', 'know', 'come', 'whatat', 'least', 'buy', 'dip', 'buy', 'dip']",-1,loser price willing pay say price say gg get lower repeat end also dont buy also dont buy like loser casino standing beside talk talk black jack also win nothing blow also lose nothing dont know come whatat least buy dip buy dip
"['kyy', 'says', 'sell']",-1,kyy says sell
"['already', 'good', 'jobs']",1,already good jobs
"['fuyo', 'sapura', 'already', 'senfirst', 'day', 'trading', 'ongsapura', 'touch', 'senkekekkeekkekeek']",1,fuyo sapura already senfirst day trading ongsapura touch senkekekkeekkekeek
"['profit', 'trend', 'wonder', 'large', 'institutional', 'funds', 'could', 'buy', 'optimistic', 'buy', 'push']",-1,profit trend wonder large institutional funds could buy optimistic buy push
"['yu', 'new', 'one', 'idssmust', 'pray', 'hard', 'hard', 'dropnvm', 'already', 'queue', 'fight', 'uguys', 'u', 'hv', 'margin', 'queue', 'gao', 'gao', 'see', 'idss', 'cuak']",-1,yu new one idssmust pray hard hard dropnvm already queue fight uguys u hv margin queue gao gao see idss cuak
"['bull', 'wat', 'u', 'r', 'saying', 'totally', 'opposite', 'sslee', 'bin', 'harping', 'jic', 'gain', 'jic', 'take', 'loss', 'jaks', 'take', 'jic', 'less', 'thn']",1,bull wat u r saying totally opposite sslee bin harping jic gain jic take loss jaks take jic less thn
"['tomorrow', 'stocks', 'sure', 'go', 'djia', 'crash', 'tonight']",1,tomorrow stocks sure go djia crash tonight
"['get', 'ready', 'cut', 'loss', 'said', 'cut', 'loss', 'lah']",-1,get ready cut loss said cut loss lah
"['sap', 'also', 'gone', 'gone']",-1,sap also gone gone
"['today', 'buy', 'dip', 'sailang']",1,today buy dip sailang
"['drag', 'lama', 'lama', 'bagusboleh', 'touch', 'like', 'previous', 'may', 'market', 'loss', 'total', 'point']",-1,drag lama lama bagusboleh touch like previous may market loss total point
"['djia', 'major', 'markets', 'possible', 'drop', 'heavily', 'tonight', 'futures', 'dropping', 'points']",-1,djia major markets possible drop heavily tonight futures dropping points
"['u', 'apanama', 'tigerball', 'vis', 'lau', 'r', 'angry', 'apanama', 'tigerball', 'like', 'annoyed', 'u', 'vishahahahhabut', 'vis', 'lets', 'hope', 'apanama', 'tigerball', 'arent', 'right', 'like', 'u', 'right', 'vishahahhau', 'r', 'funny', 'guy', 'pang', 'people', 'u', 'think', 'best', 'policy', 'dont', 'unto', 'u', 'dont', 'want']",-1,u apanama tigerball vis lau r angry apanama tigerball like annoyed u vishahahahhabut vis lets hope apanama tigerball arent right like u right vishahahhau r funny guy pang people u think best policy dont unto u dont want
"['sometime', 'lagged', 'days', 'reactionsometime', 'advanced', 'fews', 'day', 'reaction']",1,sometime lagged days reactionsometime advanced fews day reaction
"['really', 'stupid', 'sapura', 'bankrupt', 'pnb', 'get', 'money', 'back', 'lu', 'think', 'ah', 'long', 'money', 'sapura', 'bankrupt', 'one', 'whonsuffernare', 'amanah', 'sagan', 'holders']",-1,really stupid sapura bankrupt pnb get money back lu think ah long money sapura bankrupt one whonsuffernare amanah sagan holders
"['challenge', 'told', 'tells', 'lies', 'keep', 'quiet', 'still', 'want', 'post', 'article', 'try', 'sort', 'thing', 'gentlemanly', 'without', 'cause', 'embarrassment', 'seem', 'behave', 'gentlemanly', 'thank']",-1,challenge told tells lies keep quiet still want post article try sort thing gentlemanly without cause embarrassment seem behave gentlemanly thank
"['okay', 'noobs', 'like', 'gobbled', 'unable', 'strike', 'back', 'move', 'share', 'game', 'trash', 'like']",-1,okay noobs like gobbled unable strike back move share game trash like
"['ctrs', 'today', 'jaks']",-1,ctrs today jaks
"['armada', 'sakit', 'perutdia', 'mau', 'berak', 'sen', 'la', 'takbukan', 'mau', 'stim']",-1,armada sakit perutdia mau berak sen la takbukan mau stim
"['acin', 'adik', 'sapura', 'samporna', 'armada']",1,acin adik sapura samporna armada
"['aitnot', 'even', 'january', 'yet', 'fbmklci', 'already', 'downseems', 'like', 'pnb', 'chicken', 'outpeople', 'cash', 'lot', 'asbhahaahaha']",-1,aitnot even january yet fbmklci already downseems like pnb chicken outpeople cash lot asbhahaahaha
"['everyones', 'shark', 'either', 'big', 'small', 'shark']",-1,everyones shark either big small shark
"['counter', 'always', 'got', 'much', 'shorties']",-1,counter always got much shorties
"['go', 'trade', 'else', 'la', 'ik']",-1,go trade else la ik
"['otbdkpjseow', 'well', 'update', 'jaks', 'trend', 'explained', 'power', 'plants', 'progress', 'still', 'cowards', 'head', 'knowledgeable', 'well', 'experience', 'investor', 'confidence', 'jaks', 'still', 'doubt', 'tut', 'tut', 'stand', 'hold']",-1,otbdkpjseow well update jaks trend explained power plants progress still cowards head knowledgeable well experience investor confidence jaks still doubt tut tut stand hold
"['come', 'sapurasenpleaseif', 'armada', 'touch', 'senwhy', 'sapura', 'touch', 'senkekekekk']",-1,come sapurasenpleaseif armada touch senwhy sapura touch senkekekekk
"['come', 'armadabreak', 'sen', 'break', 'sen']",1,come armadabreak sen break sen
"['told', 'buy', 'jaks', 'correct', 'listen', 'would', 'saved', 'least', 'one', 'hundred', 'million', 'refuse', 'recommend', 'jaks', 'attacked', 'continuously', 'nonstop', 'listen', 'buy', 'jaks', 'october', 'would', 'made', 'lot', 'money', 'also', 'believe', 'share', 'price', 'jaks', 'would', 'skyrocketed', 'roof', 'sky', 'sincere', 'help', 'feel', 'disappointed', 'matter', 'time', 'tell', 'right', 'point', 'argues', 'thank']",-1,told buy jaks correct listen would saved least one hundred million refuse recommend jaks attacked continuously nonstop listen buy jaks october would made lot money also believe share price jaks would skyrocketed roof sky sincere help feel disappointed matter time tell right point argues thank
"['yuandmee', 'wait', 'sorchai', 'throw', 'means', 'game', 'already']",-1,yuandmee wait sorchai throw means game already
['buy'],1,buy
"['world', 'oil', 'price', 'drop', 'oil', 'counter', 'drop']",-1,world oil price drop oil counter drop
"['kakaka', 'good', 'optimistic', 'thumb', 'optimistic', 'sapnrg']",1,kakaka good optimistic thumb optimistic sapnrg
"['duadua', 'pengkhianat', 'asal', 'umno', 'percaya', 'baik', 'takder', 'parti', 'politik']",-1,duadua pengkhianat asal umno percaya baik takder parti politik
"['type', 'market', 'shorties', 'lined', 'slaughteredlol']",-1,type market shorties lined slaughteredlol
"['yea', 'today', 'close', 'green', 'gain', 'haha']",1,yea today close green gain haha
"['huahtai', 'agreed', 'mfcb', 'last', 'qtr', 'result', 'horrible', 'drop', 'profit', 'yoy', 'andyet', 'theshare', 'price', 'wentup', 'north', 'breaking', 'record', 'markets', 'looking', 'thefuture', 'earn', 'sale', 'electricity']",1,huahtai agreed mfcb last qtr result horrible drop profit yoy andyet theshare price wentup north breaking record markets looking thefuture earn sale electricity
"['used', 'bee', 'sifu', 'turn', 'promoter', 'drive', 'jaks', 'price', 'move', 'upwards', 'financial', 'muscle']",-1,used bee sifu turn promoter drive jaks price move upwards financial muscle
"['iger', 'barakah', 'also', 'move', 'war', 'deny', 'destiny']",1,iger barakah also move war deny destiny
"['hell', 'arguing', 'actually', 'know', 'argue', 'loss']",-1,hell arguing actually know argue loss
"['ctrs', 'mkt', 'jaks', 'cheapest']",-1,ctrs mkt jaks cheapest
"['quite', 'unlikely', 'jan', 'results', 'better', 'last', 'jan', 'yoy', 'last', 'jan', 'good']",1,quite unlikely jan results better last jan yoy last jan good
"['fbmklci', 'sure', 'fall', 'follow', 'dow', 'jonesbut', 'oil', 'gas', 'stocks', 'play', 'issue', 'still', 'hot']",-1,fbmklci sure fall follow dow jonesbut oil gas stocks play issue still hot
"['dragon', 'better', 'writewritefull', 'stopwritefull', 'stophis', 'teacher', 'didnt', 'teach', 'proper', 'way', 'write']",-1,dragon better writewritefull stopwritefull stophis teacher didnt teach proper way write
"['posting', 'address', 'general', 'public', 'particular', 'target', 'may', 'make', 'big', 'buy', 'low', 'may', 'losing', 'fortune', 'buy', 'high', 'buy', 'high', 'price', 'exercise', 'basic', 'investment', 'principle', 'let', 'profit', 'runs', 'remain', 'vigilant', 'preserve', 'capital', 'cut', 'loss', 'necessary']",-1,posting address general public particular target may make big buy low may losing fortune buy high buy high price exercise basic investment principle let profit runs remain vigilant preserve capital cut loss necessary
"['mabelrespect', 'u', 'calm', 'gentleafter', 'abuse', 'upls', 'accept', 'apologiesu', 'must', 'real', 'tradergood', 'night']",1,mabelrespect u calm gentleafter abuse upls accept apologiesu must real tradergood night
"['macam', 'share', 'big', 'hard', 'sell', 'lol']",-1,macam share big hard sell lol
"['sapu', 'la', 'lantai', 'biarkan', 'management', 'cerik']",-1,sapu la lantai biarkan management cerik
"['apan', 'urine', 'car', 'fuel', 'war', 'dirty', 'u', 'apan', 'oil', 'stocks', 'value', 'want', 'eat', 'alone', 'fight', 'call', 'kampung']",-1,apan urine car fuel war dirty u apan oil stocks value want eat alone fight call kampung
"['cant', 'see', 'blind']",-1,cant see blind
"['powerful', 'trump', 'also', 'wanted', 'go', 'asleep']",-1,powerful trump also wanted go asleep
"['broking', 'firm', 'single', 'client', 'single', 'stock', 'policy', 'since', 'wonder', 'rule', 'still', 'apply', 'sifu', 'put', 'eggs', 'one', 'basket', 'must', 'insane']",-1,broking firm single client single stock policy since wonder rule still apply sifu put eggs one basket must insane
"['skyu', 'agree', 'clown', 'seem', 'bit', 'free']",1,skyu agree clown seem bit free
['goodluck'],1,goodluck
"['soon', 'fund', 'manager', 'realize', 'jaks', 'gem', 'kyy', 'sell', 'dayang', 'buy', 'jaks', 'think', 'dayang', 'rm', 'rm', 'easier', 'jaks', 'rm', 'rm', 'easier', 'definitely', 'jaks', 'easier']",1,soon fund manager realize jaks gem kyy sell dayang buy jaks think dayang rm rm easier jaks rm rm easier definitely jaks easier
"['investor', 'understand', 'invest', 'go', 'minutes', 'video', 'better', 'understanding', 'form', 'opinion', 'fast', 'able', 'generate', 'power', 'know', 'steam', 'blow', 'test', 'th', 'jan', 'minutes', 'video', 'crack', 'head', 'power', 'plant', 'consist', 'coal', 'handling', 'section', 'boiler', 'turbine', 'generator', 'auxiliaries', 'circulating', 'water', 'cool', 'system', 'generator', 'steam', 'blow', 'test', 'means', 'already', 'burning', 'coal', 'produce', 'steam', 'merely', 'bypassing', 'turbine', 'means', 'section', 'complete', 'th', 'jan', 'tomorrow']",1,investor understand invest go minutes video better understanding form opinion fast able generate power know steam blow test th jan minutes video crack head power plant consist coal handling section boiler turbine generator auxiliaries circulating water cool system generator steam blow test means already burning coal produce steam merely bypassing turbine means section complete th jan tomorrow
"['seronok', 'dow', 'jones', 'reboundbe', 'carefuland', 'dont', 'play', 'playcrude', 'brent', 'oil', 'head', 'towards', 'usd', 'barrel', 'wti', 'head', 'towards', 'usd', 'barrelit', 'effect', 'myr', 'plus', 'myr', 'also', 'could', 'hit', 'yuan', 'performance', 'alsoif', 'china', 'economy', 'badly', 'hit', 'due', 'virus', 'export', 'palm', 'oil', 'china', 'also', 'lot', 'industrial', 'relationship', 'china', 'badly', 'hitso', 'carefuldont', 'play', 'playalways', 'remember', 'thing', 'get', 'worst', 'first', 'getting', 'better']",1,seronok dow jones reboundbe carefuland dont play playcrude brent oil head towards usd barrel wti head towards usd barrelit effect myr plus myr also could hit yuan performance alsoif china economy badly hit due virus export palm oil china also lot industrial relationship china badly hitso carefuldont play playalways remember thing get worst first getting better
"['epf', 'shorties', 'epf', 'totally', 'manipulating', 'counter', 'sell', 'run']",-1,epf shorties epf totally manipulating counter sell run
